batch_id,inspection_date,line_id,product_code,units_inspected,units_passed,defect_count,defect_type,inspector_id,qc_result
BATCH-31826,2023-02-22,LINE-A,PROD-0066,470,402,68,Crack,INS-030,FAIL
BATCH-46810,2024-08-25,LINE-E,PROD-0123,373,373,0,None,INS-023,fail
BATCH-32031,2023-10-09,LINE-B,PROD-0097,129,127,2,None,INS-010,PASS
BATCH-30122,2023-10-05,LINE-C,PROD-0062,367,314,53,Surface Scratch,INS-029,FAIL
BATCH-27011,2024-02-21,LINE-E,PROD-0059,474,419,55,Missing Part,INS-026,FAIL
BATCH-16151,2024-02-24,LINE-A,PROD-0012,445,443,2,,INS-020,PASS
BATCH-99217,2024-08-08,LINE-E,PROD-0167,274,273,1,None,INS-024,PASS
BATCH-19544,2023-01-16,LINE-C,PROD-0110,421,421,0,None,INS-026,PASS
BATCH-54488,2024-12-20,LINE-B,PROD-0001,152,152,0,None,INS-029,PASS
BATCH-97730,2022-12-09,LINE-A,PROD-0162,133,132,1,,INS-020,PASS
BATCH-72620,2024-01-30,LINE-A,PROD-0106,94,77,17,Missing Part,INS-028,FAIL
BATCH-49229,2022-03-15,LINE-C,PROD-0200,96,95,1,None,INS-009,PASS
BATCH-29400,2022-12-21,LINE-B,PROD-0188,340,340,0,,INS-030,pass
BATCH-51122,2023-08-25,LINE-E,PROD-0165,156,156,0,None,INS-004,PASS
BATCH-87774,2023-11-30,LINE-A,PROD-0035,62,62,0,None,INS-020,PASS
BATCH-51503,2022-12-04,LINE-D,PROD-0187,376,374,2,,INS-014,PASS
BATCH-21999,2022-10-08,LINE-A,PROD-0114,53,52,1,None,INS-014,PASS
BATCH-42514,2022-01-26,LINE-A,PROD-0157,256,243,13,Wrong Label,INS-014,FAIL
BATCH-79628,2023-07-06,LINE-B,PROD-0089,141,139,2,,INS-014,PASS
BATCH-53462,2023-05-05,LINE-D,PROD-0165,177,175,2,None,INS-022,PASS
BATCH-23751,2023-04-03,LINE-B,PROD-0021,177,176,1,,INS-021,PENDING
BATCH-20396,2024-11-09,LINE-C,PROD-0038,480,460,20,Colour Deviation,INS-030,PENDING
BATCH-15627,2022-07-26,LINE-A,PROD-0045,71,70,1,None,INS-019,PASS
BATCH-64859,2022-11-03,LINE-E,PROD-0110,486,486,0,,INS-004,PASS
BATCH-11455,2022-09-17,LINE-E,PROD-0072,352,352,0,,INS-014,PASS
BATCH-81072,2024-08-07,LINE-A,PROD-0093,332,331,1,,INS-025,PASS
BATCH-48137,2023-05-21,LINE-A,PROD-0198,58,49,9,Wrong Label,INS-012,FAIL
BATCH-46513,2024-10-01,LINE-E,PROD-0147,398,366,32,Colour Deviation,INS-002,FAIL
BATCH-50558,2024-11-03,LINE-A,PROD-0115,191,189,2,None,INS-021,PASS
BATCH-31708,2024-10-11,LINE-C,PROD-0168,375,375,0,None,INS-021,PENDING
BATCH-24537,2022-01-14,LINE-C,PROD-0190,348,348,0,None,INS-023,PASS
BATCH-25289,2023-09-05,LINE-E,PROD-0096,118,95,23,Surface Scratch,INS-003,FAIL
BATCH-93812,2024-12-07,LINE-D,PROD-0004,396,395,1,None,INS-030,PASS
BATCH-32770,2022-04-27,LINE-A,PROD-0111,296,295,1,,INS-014,PASS
BATCH-85687,2023-06-01,LINE-A,PROD-0047,406,406,0,,INS-030,PASS
BATCH-80124,2024-03-18,LINE-E,PROD-0037,473,426,47,Dimensional Error,INS-020,FAIL
BATCH-11052,2024-01-21,LINE-E,PROD-0108,186,186,0,,INS-027,PASS
BATCH-65829,2023-09-01,LINE-A,PROD-0037,380,380,0,None,INS-005,PASS
BATCH-88732,2024-02-04,LINE-C,PROD-0048,304,304,0,None,INS-027,PASS
BATCH-78251,2024-03-02,LINE-D,PROD-0082,476,476,0,,INS-002,PASS
BATCH-89181,2023-07-08,LINE-D,PROD-0084,307,307,0,None,INS-026,PASS
BATCH-83294,2023-08-09,LINE-B,PROD-0158,212,212,0,None,INS-015,PASS
BATCH-94081,2022-03-13,LINE-B,PROD-0128,246,246,0,None,INS-014,PASS
BATCH-10316,2022-03-11,LINE-C,PROD-0115,121,120,1,None,INS-013,PASS
BATCH-70629,2022-09-22,LINE-C,PROD-0171,196,196,0,None,INS-016,PASS
BATCH-83570,2022-06-15,LINE-B,PROD-0164,92,90,2,,INS-013,PASS
BATCH-78071,2022-09-07,LINE-D,PROD-0098,204,199,5,Wrong Label,INS-012,FAIL
BATCH-64615,2023-04-11,LINE-C,PROD-0050,213,212,1,None,INS-016,PASS
BATCH-99464,2024-06-11,LINE-E,PROD-0197,453,386,67,Wrong Label,INS-022,FAIL
BATCH-47298,2023-01-02,LINE-D,PROD-0175,219,212,7,Surface Scratch,INS-021,FAIL
BATCH-90984,2022-09-26,LINE-E,PROD-0080,469,456,13,Colour Deviation,INS-007,FAIL
BATCH-86147,2023-02-24,LINE-D,PROD-0131,55,55,0,None,INS-005,PASS
BATCH-27135,2022-01-01,LINE-B,PROD-0149,343,341,2,None,INS-003,PASS
BATCH-24417,2023-02-16,LINE-D,PROD-0184,496,496,0,None,INS-027,PASS
BATCH-19947,2023-09-21,LINE-A,PROD-0111,95,79,16,Dimensional Error,INS-029,PENDING
BATCH-11230,2023-02-13,LINE-D,PROD-0068,292,292,0,,INS-024,PASS
BATCH-78088,2022-05-24,LINE-B,PROD-0153,406,406,0,None,INS-006,fail
BATCH-73494,2022-07-13,LINE-D,PROD-0104,438,438,0,,INS-022,pass
BATCH-79205,2024-08-08,LINE-A,PROD-0147,433,432,1,None,INS-023,PASS
BATCH-62285,2023-09-04,LINE-D,PROD-0003,344,344,0,,INS-013,PASS
BATCH-45712,2024-11-05,LINE-A,PROD-0126,467,467,0,None,INS-024,PASS
BATCH-14415,2024-01-02,LINE-C,PROD-0056,447,447,0,None,INS-021,PASS
BATCH-19522,2024-06-24,LINE-E,PROD-0037,140,140,0,,INS-010,PASS
BATCH-96010,2022-05-08,LINE-E,PROD-0092,324,324,0,None,INS-030,PASS
BATCH-51813,2024-12-10,LINE-E,PROD-0048,377,377,0,None,INS-029,PASS
BATCH-61544,2024-11-08,LINE-C,PROD-0186,410,410,0,None,INS-006,PASS
BATCH-49032,2023-03-07,LINE-C,PROD-0091,371,371,0,None,INS-023,PASS
BATCH-66758,2023-05-31,LINE-E,PROD-0080,403,401,2,,INS-005,PASS
BATCH-61833,2023-05-08,LINE-D,PROD-0197,134,133,1,,INS-020,PASS
BATCH-84102,2023-07-21,LINE-E,PROD-0048,451,384,67,Dimensional Error,INS-002,FAIL
BATCH-50188,2022-04-13,LINE-E,PROD-0011,125,125,0,None,INS-011,PASS
BATCH-60252,2022-10-29,LINE-C,PROD-0182,252,251,1,,INS-008,PASS
BATCH-95310,2024-04-03,LINE-C,PROD-0040,193,192,1,,INS-023,PASS
BATCH-97556,2022-05-17,LINE-A,PROD-0006,106,104,2,,INS-010,PASS
BATCH-74050,2022-02-04,LINE-C,PROD-0134,481,481,0,None,INS-023,PASS
BATCH-95953,2022-08-30,LINE-C,PROD-0060,475,474,1,,INS-004,PASS
BATCH-52207,2024-01-05,LINE-C,PROD-0159,292,292,0,None,INS-022,fail
BATCH-89988,2023-09-07,LINE-C,PROD-0131,486,484,2,,INS-006,PASS
BATCH-38046,2023-05-20,LINE-E,PROD-0012,360,358,2,None,INS-025,PASS
BATCH-54006,2024-02-04,LINE-A,PROD-0167,266,265,1,,INS-006,PASS
BATCH-60126,2024-12-04,LINE-E,PROD-0039,316,316,0,None,INS-005,PASS
BATCH-75264,2024-08-07,LINE-D,PROD-0161,419,419,0,None,INS-029,PASS
BATCH-61456,2024-07-13,LINE-D,PROD-0118,192,171,21,Missing Part,INS-027,FAIL
BATCH-42713,2023-07-31,LINE-E,PROD-0147,331,289,42,Dimensional Error,INS-022,FAIL
BATCH-70426,2024-02-21,LINE-B,PROD-0071,479,479,0,,INS-010,PASS
BATCH-50537,2022-08-08,LINE-A,PROD-0078,442,441,1,,INS-014,PASS
BATCH-90269,2023-04-30,LINE-D,PROD-0073,164,164,0,,INS-007,PASS
BATCH-90982,2022-09-28,LINE-A,PROD-0150,141,139,2,,INS-010,PASS
BATCH-42652,2022-08-19,LINE-A,PROD-0077,389,387,2,,INS-012,PASS
BATCH-32186,2023-06-03,LINE-B,PROD-0194,69,69,0,None,INS-027,pass
BATCH-94669,2023-11-15,LINE-B,PROD-0035,152,151,1,None,INS-016,PASS
BATCH-83029,2023-11-14,LINE-A,PROD-0170,452,446,6,Wrong Label,INS-018,FAIL
BATCH-17292,2024-04-14,LINE-A,PROD-0048,233,233,0,,INS-005,PASS
BATCH-35253,2023-12-22,LINE-D,PROD-0031,195,195,0,None,INS-030,PASS
BATCH-81289,2024-05-14,LINE-E,PROD-0158,328,328,0,None,INS-001,PASS
BATCH-52504,2024-09-23,LINE-B,PROD-0093,479,454,25,Wrong Label,INS-012,FAIL
BATCH-40699,2022-03-08,LINE-C,PROD-0033,361,360,1,None,INS-007,PASS
BATCH-54768,2024-04-13,LINE-A,PROD-0083,293,291,2,,INS-009,PASS
BATCH-66028,2023-08-09,LINE-E,PROD-0079,171,169,2,None,INS-019,PASS
BATCH-40887,2022-08-15,LINE-A,PROD-0188,308,271,37,Surface Scratch,INS-016,FAIL
BATCH-18372,2024-02-03,LINE-A,PROD-0079,221,221,0,None,INS-018,PASS
BATCH-90892,2024-08-29,LINE-C,PROD-0048,387,386,1,None,INS-020,PASS
BATCH-48727,2022-09-27,LINE-D,PROD-0085,325,301,24,Contamination,INS-009,FAIL
BATCH-87971,2024-08-01,LINE-A,PROD-0028,395,395,0,None,INS-025,PASS
BATCH-28855,2023-01-07,LINE-D,PROD-0128,409,375,34,Surface Scratch,INS-013,FAIL
BATCH-71854,2024-06-03,LINE-A,PROD-0060,450,408,42,Missing Part,INS-002,FAIL
BATCH-13927,2023-10-24,LINE-D,PROD-0021,63,63,0,None,INS-001,PASS
BATCH-20612,2022-09-18,LINE-E,PROD-0010,194,192,2,None,INS-020,PASS
BATCH-22746,2024-01-08,LINE-E,PROD-0101,399,399,0,None,INS-014,PASS
BATCH-97173,2024-08-03,LINE-C,PROD-0143,144,144,0,None,INS-028,PASS
BATCH-89754,2024-03-27,LINE-E,PROD-0187,457,455,2,,INS-014,PASS
BATCH-84688,2024-04-27,LINE-C,PROD-0040,167,167,0,None,INS-018,PASS
BATCH-29751,2024-07-26,LINE-A,PROD-0024,280,237,43,Dimensional Error,INS-004,pass
BATCH-18876,2023-06-30,LINE-A,PROD-0133,227,227,0,,INS-017,PASS
BATCH-89687,2022-07-29,LINE-A,PROD-0007,206,206,0,,INS-020,PASS
BATCH-55114,2024-10-08,LINE-C,PROD-0192,257,226,31,Crack,INS-015,FAIL
BATCH-53966,2023-02-03,LINE-A,PROD-0141,370,368,2,None,INS-008,PASS
BATCH-99620,2023-12-05,LINE-C,PROD-0085,331,329,2,,INS-002,PASS
BATCH-62541,2022-06-29,LINE-A,PROD-0156,74,72,2,None,INS-002,PASS
BATCH-12723,2023-10-07,LINE-D,PROD-0140,188,187,1,None,INS-015,PASS
BATCH-25684,2024-10-23,LINE-D,PROD-0194,59,58,1,None,INS-002,PASS
BATCH-60520,2022-06-26,LINE-A,PROD-0045,144,134,10,Wrong Label,INS-015,pass
BATCH-93703,2023-04-14,LINE-C,PROD-0036,364,364,0,None,INS-010,PASS
BATCH-74663,2022-06-30,LINE-C,PROD-0122,65,64,1,None,INS-007,PASS
BATCH-82601,2022-09-24,LINE-B,PROD-0112,109,109,0,None,INS-021,PENDING
BATCH-84143,2024-02-17,LINE-A,PROD-0068,136,136,0,,INS-026,PENDING
BATCH-43327,2023-11-20,LINE-D,PROD-0144,343,343,0,None,INS-003,PASS
BATCH-87393,2023-09-17,LINE-D,PROD-0169,351,286,65,Missing Part,INS-020,FAIL
BATCH-67409,2023-10-06,LINE-A,PROD-0099,305,304,1,None,INS-012,fail
BATCH-26785,2024-11-06,LINE-E,PROD-0065,160,160,0,,INS-006,PASS
BATCH-69281,2022-08-17,LINE-E,PROD-0082,176,176,0,,INS-010,fail
BATCH-73913,2023-08-02,LINE-B,PROD-0155,336,305,31,Wrong Label,INS-002,FAIL
BATCH-67507,2022-10-26,LINE-E,PROD-0146,200,200,0,None,INS-001,PASS
BATCH-19023,2023-03-30,LINE-E,PROD-0119,237,235,2,None,INS-023,PASS
BATCH-59578,2022-04-05,LINE-B,PROD-0130,139,139,0,,INS-005,PASS
BATCH-75820,2023-05-30,LINE-A,PROD-0011,489,408,81,Contamination,INS-002,FAIL
BATCH-33574,2022-03-07,LINE-C,PROD-0076,424,423,1,,INS-006,PASS
BATCH-60555,2024-10-31,LINE-E,PROD-0078,204,203,1,None,INS-022,PASS
BATCH-97797,2022-01-17,LINE-B,PROD-0057,168,168,0,None,INS-014,PASS
BATCH-74483,2022-01-06,LINE-B,PROD-0116,96,82,14,Wrong Label,INS-017,pass
BATCH-50324,2022-10-16,LINE-C,PROD-0175,104,104,0,,INS-008,PASS
BATCH-88315,2024-12-24,LINE-C,PROD-0008,390,390,0,,INS-014,PASS
BATCH-95634,2024-04-26,LINE-B,PROD-0060,331,331,0,None,INS-021,PASS
BATCH-42681,2023-12-11,LINE-E,PROD-0123,378,378,0,None,INS-013,PASS
BATCH-52137,2023-06-26,LINE-E,PROD-0148,262,245,17,Crack,INS-028,FAIL
BATCH-55282,2022-05-19,LINE-E,PROD-0084,400,400,0,,INS-018,PASS
BATCH-52050,2023-05-16,LINE-B,PROD-0059,455,455,0,,INS-004,PENDING
BATCH-74198,2024-09-29,LINE-B,PROD-0136,242,218,24,Contamination,INS-008,FAIL
BATCH-71789,2022-10-08,LINE-C,PROD-0010,247,212,35,Contamination,INS-015,FAIL
BATCH-97664,2024-01-20,LINE-C,PROD-0040,50,50,0,,INS-029,fail
BATCH-73643,2022-02-06,LINE-A,PROD-0149,258,258,0,None,INS-008,PASS
BATCH-16695,2023-10-23,LINE-E,PROD-0010,447,394,53,Wrong Label,INS-001,FAIL
BATCH-60980,2024-01-25,LINE-B,PROD-0145,188,176,12,Contamination,INS-020,FAIL
BATCH-84663,2024-07-29,LINE-B,PROD-0186,436,435,1,,INS-019,PASS
BATCH-60043,2022-05-18,LINE-C,PROD-0095,202,202,0,None,INS-024,PASS
BATCH-10611,2024-05-23,LINE-A,PROD-0161,358,358,0,None,INS-018,PENDING
BATCH-87852,2022-10-10,LINE-C,PROD-0006,184,184,0,,INS-011,PASS
BATCH-43725,2023-01-24,LINE-C,PROD-0106,94,87,7,Colour Deviation,INS-004,FAIL
BATCH-78155,2023-08-24,LINE-B,PROD-0184,91,74,17,Surface Scratch,INS-029,FAIL
BATCH-76053,2022-07-31,LINE-A,PROD-0162,440,439,1,None,INS-026,PASS
BATCH-65276,2024-06-19,LINE-B,PROD-0032,166,157,9,Surface Scratch,INS-001,FAIL
BATCH-88978,2022-01-08,LINE-C,PROD-0190,315,283,32,Surface Scratch,INS-008,FAIL
BATCH-79691,2024-02-16,LINE-A,PROD-0080,392,392,0,,INS-026,PASS
BATCH-23246,2024-02-14,LINE-B,PROD-0152,257,257,0,None,INS-026,PASS
BATCH-91279,2023-11-29,LINE-B,PROD-0175,303,303,0,,INS-002,PASS
BATCH-70679,2024-11-24,LINE-B,PROD-0137,331,330,1,,INS-026,PASS
BATCH-96449,2023-02-27,LINE-C,PROD-0119,288,265,23,Contamination,INS-027,FAIL
BATCH-72013,2022-02-01,LINE-B,PROD-0154,471,438,33,Contamination,INS-012,FAIL
BATCH-83682,2024-06-13,LINE-A,PROD-0001,376,374,2,None,INS-020,PASS
BATCH-66882,2022-11-22,LINE-E,PROD-0024,186,186,0,None,INS-022,PASS
BATCH-43381,2022-08-25,LINE-B,PROD-0024,322,321,1,None,INS-028,PENDING
BATCH-72218,2024-11-07,LINE-E,PROD-0182,213,211,2,None,INS-018,PASS
BATCH-38452,2024-04-22,LINE-A,PROD-0121,364,310,54,Crack,INS-016,FAIL
BATCH-14001,2023-08-15,LINE-B,PROD-0177,413,413,0,None,INS-010,PASS
BATCH-22978,2023-05-10,LINE-A,PROD-0193,290,290,0,None,INS-028,PASS
BATCH-64541,2022-02-13,LINE-D,PROD-0078,431,429,2,,INS-019,PASS
BATCH-38106,2024-09-19,LINE-D,PROD-0183,494,465,29,Contamination,INS-013,FAIL
BATCH-51371,2022-10-27,LINE-A,PROD-0178,462,388,74,Colour Deviation,INS-024,FAIL
BATCH-33123,2023-06-12,LINE-D,PROD-0096,187,176,11,Missing Part,INS-008,FAIL
BATCH-15334,2022-10-23,LINE-D,PROD-0089,474,472,2,None,INS-015,PASS
BATCH-31981,2024-07-26,LINE-B,PROD-0072,120,120,0,,INS-017,PASS
BATCH-67088,2022-04-24,LINE-A,PROD-0138,243,243,0,,INS-021,PASS
BATCH-24887,2023-05-01,LINE-E,PROD-0166,210,194,16,Colour Deviation,INS-009,FAIL
BATCH-11360,2022-12-22,LINE-C,PROD-0167,128,128,0,None,INS-024,PASS
BATCH-20614,2022-10-23,LINE-D,PROD-0003,383,345,38,Wrong Label,INS-023,FAIL
BATCH-85219,2023-10-12,LINE-B,PROD-0193,223,223,0,None,INS-023,PASS
BATCH-55885,2023-10-17,LINE-E,PROD-0165,126,126,0,None,INS-022,PASS
BATCH-32449,2024-07-19,LINE-A,PROD-0096,413,412,1,None,INS-008,PASS
BATCH-26846,2022-11-10,LINE-E,PROD-0134,270,270,0,None,INS-018,PASS
BATCH-85316,2024-08-21,LINE-E,PROD-0029,342,342,0,,INS-020,PASS
BATCH-78744,2023-08-07,LINE-E,PROD-0133,224,224,0,None,INS-017,PASS
BATCH-60600,2024-10-09,LINE-E,PROD-0033,397,397,0,None,INS-006,PASS
BATCH-49007,2022-01-05,LINE-B,PROD-0196,159,158,1,None,INS-014,fail
BATCH-99072,2022-10-01,LINE-A,PROD-0019,452,452,0,None,INS-017,PASS
BATCH-55910,2023-11-05,LINE-A,PROD-0162,148,148,0,,INS-005,PASS
BATCH-16859,2024-06-15,LINE-C,PROD-0037,481,481,0,,INS-021,PENDING
BATCH-61787,2023-10-26,LINE-E,PROD-0066,476,476,0,,INS-020,PASS
BATCH-30885,2023-02-25,LINE-A,PROD-0036,313,312,1,,INS-022,PASS
BATCH-31875,2023-12-28,LINE-E,PROD-0078,179,179,0,None,INS-010,PASS
BATCH-83712,2022-08-13,LINE-B,PROD-0062,466,466,0,,INS-009,PASS
BATCH-35956,2024-05-20,LINE-B,PROD-0124,481,469,12,Dimensional Error,INS-012,fail
BATCH-95822,2022-11-15,LINE-B,PROD-0143,212,210,2,None,INS-016,PASS
BATCH-28187,2023-10-28,LINE-C,PROD-0189,282,282,0,None,INS-029,PASS
BATCH-25002,2023-12-18,LINE-E,PROD-0184,279,279,0,None,INS-026,PASS
BATCH-90800,2022-11-28,LINE-D,PROD-0156,477,477,0,,INS-012,PASS
BATCH-39735,2022-03-02,LINE-D,PROD-0074,139,139,0,None,INS-011,PASS
BATCH-62726,2023-08-15,LINE-D,PROD-0067,468,467,1,None,INS-021,PASS
BATCH-73262,2024-06-20,LINE-D,PROD-0046,462,423,39,Wrong Label,INS-026,FAIL
BATCH-26779,2022-05-22,LINE-A,PROD-0017,477,477,0,,INS-016,PASS
BATCH-17486,2024-01-19,LINE-B,PROD-0034,345,286,59,Wrong Label,INS-018,FAIL
BATCH-47629,2022-08-29,LINE-E,PROD-0180,488,486,2,None,INS-027,PASS
BATCH-61791,2023-04-15,LINE-E,PROD-0105,389,388,1,None,INS-024,PASS
BATCH-34497,2024-04-22,LINE-E,PROD-0168,228,228,0,None,INS-027,PASS
BATCH-88872,2023-04-07,LINE-A,PROD-0086,62,61,1,None,INS-019,PASS
BATCH-93716,2024-12-01,LINE-B,PROD-0069,370,368,2,,INS-022,PASS
BATCH-15882,2024-12-07,LINE-A,PROD-0126,348,312,36,Dimensional Error,INS-022,FAIL
BATCH-39136,2024-12-08,LINE-C,PROD-0114,227,225,2,None,INS-029,fail
BATCH-31738,2022-08-17,LINE-B,PROD-0156,339,338,1,,INS-024,PASS
BATCH-45797,2023-11-04,LINE-E,PROD-0167,307,306,1,,INS-029,PASS
BATCH-47317,2022-10-24,LINE-A,PROD-0080,436,435,1,None,INS-006,PASS
BATCH-54337,2022-12-13,LINE-D,PROD-0081,272,272,0,None,INS-006,PENDING
BATCH-32036,2022-12-30,LINE-B,PROD-0019,235,235,0,None,INS-007,PASS
BATCH-17369,2023-10-13,LINE-D,PROD-0102,52,50,2,,INS-006,PASS
BATCH-13746,2023-11-22,LINE-E,PROD-0162,472,470,2,None,INS-021,PASS
BATCH-98788,2023-05-22,LINE-E,PROD-0004,349,347,2,None,INS-006,PASS
BATCH-94406,2022-11-26,LINE-B,PROD-0167,103,101,2,,INS-004,PASS
BATCH-94379,2022-01-18,LINE-E,PROD-0097,316,315,1,None,INS-020,PASS
BATCH-56396,2024-08-14,LINE-E,PROD-0119,77,77,0,,INS-005,PASS
BATCH-97499,2022-03-17,LINE-E,PROD-0134,100,95,5,Crack,INS-026,FAIL
BATCH-99971,2024-01-18,LINE-E,PROD-0088,86,86,0,None,INS-027,PASS
BATCH-35774,2022-03-19,LINE-E,PROD-0071,325,325,0,,INS-021,PASS
BATCH-50270,2022-01-12,LINE-E,PROD-0080,197,195,2,,INS-026,PASS
BATCH-72625,2023-03-26,LINE-A,PROD-0146,113,111,2,None,INS-021,PASS
BATCH-31530,2024-06-14,LINE-C,PROD-0029,195,194,1,,INS-030,PASS
BATCH-70896,2024-06-01,LINE-A,PROD-0173,488,488,0,,INS-008,PASS
BATCH-26927,2024-07-29,LINE-D,PROD-0012,54,54,0,,INS-011,fail
BATCH-97612,2022-12-09,LINE-C,PROD-0150,228,228,0,,INS-017,PASS
BATCH-70737,2022-10-01,LINE-D,PROD-0160,332,332,0,,INS-008,PASS
BATCH-48321,2023-02-09,LINE-C,PROD-0069,284,250,34,Wrong Label,INS-012,FAIL
BATCH-19323,2024-04-25,LINE-A,PROD-0130,446,445,1,,INS-008,pass
BATCH-48985,2022-09-09,LINE-A,PROD-0196,254,254,0,None,INS-023,PASS
BATCH-93598,2022-09-19,LINE-E,PROD-0029,136,136,0,None,INS-027,PENDING
BATCH-99657,2022-11-08,LINE-D,PROD-0168,250,250,0,,INS-019,PASS
BATCH-94063,2023-02-09,LINE-D,PROD-0188,482,482,0,,INS-025,PASS
BATCH-75243,2023-09-06,LINE-D,PROD-0145,481,481,0,None,INS-016,PASS
BATCH-31038,2024-07-18,LINE-B,PROD-0084,142,141,1,,INS-016,PASS
BATCH-33427,2024-12-07,LINE-E,PROD-0035,160,160,0,,INS-025,PASS
BATCH-17154,2023-05-19,LINE-C,PROD-0195,187,154,33,Dimensional Error,INS-019,FAIL
BATCH-39953,2022-09-15,LINE-B,PROD-0125,74,69,5,Crack,INS-026,FAIL
BATCH-54341,2023-01-27,LINE-A,PROD-0037,296,296,0,None,INS-020,PASS
BATCH-41846,2024-02-16,LINE-C,PROD-0193,484,484,0,None,INS-026,PASS
BATCH-90094,2022-08-16,LINE-A,PROD-0035,321,321,0,,INS-023,pass
BATCH-37731,2024-12-23,LINE-E,PROD-0042,57,49,8,Surface Scratch,INS-021,FAIL
BATCH-13308,2022-08-26,LINE-E,PROD-0096,260,260,0,,INS-006,PENDING
BATCH-22206,2022-01-13,LINE-B,PROD-0198,498,461,37,Crack,INS-008,FAIL
BATCH-19938,2023-05-19,LINE-D,PROD-0195,432,431,1,None,INS-009,PASS
BATCH-61370,2024-04-20,LINE-B,PROD-0101,185,185,0,,INS-012,PASS
BATCH-23581,2022-03-05,LINE-A,PROD-0016,197,197,0,None,INS-029,PASS
BATCH-24669,2024-06-03,LINE-C,PROD-0167,430,430,0,None,INS-001,PASS
BATCH-39663,2022-12-21,LINE-A,PROD-0144,241,241,0,None,INS-010,PASS
BATCH-71388,2023-06-05,LINE-C,PROD-0031,359,359,0,None,INS-016,PASS
BATCH-24226,2023-07-10,LINE-B,PROD-0113,100,99,1,Wrong Label,INS-001,FAIL
BATCH-15664,2022-06-11,LINE-D,PROD-0133,438,438,0,None,INS-013,PASS
BATCH-92205,2022-02-09,LINE-C,PROD-0084,115,93,22,Crack,INS-028,FAIL
BATCH-25045,2022-09-14,LINE-E,PROD-0045,495,494,1,,INS-003,pass
BATCH-54479,2022-01-09,LINE-E,PROD-0182,488,487,1,None,INS-001,PASS
BATCH-34955,2024-06-17,LINE-D,PROD-0089,410,408,2,,INS-023,PASS
BATCH-75197,2023-08-30,LINE-D,PROD-0040,165,165,0,None,INS-029,PASS
BATCH-78960,2023-05-31,LINE-C,PROD-0129,218,218,0,,INS-012,PASS
BATCH-69057,2022-09-23,LINE-E,PROD-0076,92,92,0,,INS-012,PASS
BATCH-30081,2023-01-12,LINE-D,PROD-0178,313,311,2,None,INS-018,PASS
BATCH-59897,2024-08-05,LINE-E,PROD-0164,307,253,54,Dimensional Error,INS-023,FAIL
BATCH-18986,2024-10-28,LINE-C,PROD-0165,499,499,0,None,INS-018,PASS
BATCH-34823,2023-07-29,LINE-E,PROD-0073,62,62,0,None,INS-004,PASS
BATCH-43497,2024-11-13,LINE-B,PROD-0062,211,211,0,,INS-021,PASS
BATCH-98333,2023-08-20,LINE-D,PROD-0135,377,377,0,,INS-022,PASS
BATCH-18165,2023-12-13,LINE-A,PROD-0104,251,249,2,None,INS-015,fail
BATCH-72271,2023-08-26,LINE-E,PROD-0178,187,187,0,None,INS-005,PASS
BATCH-40842,2022-03-19,LINE-E,PROD-0093,353,352,1,,INS-029,PASS
BATCH-56661,2024-04-30,LINE-B,PROD-0099,258,257,1,,INS-028,PASS
BATCH-68572,2022-11-16,LINE-D,PROD-0113,294,293,1,,INS-011,PASS
BATCH-57299,2022-01-23,LINE-E,PROD-0011,279,278,1,None,INS-021,PASS
BATCH-40221,2023-03-05,LINE-B,PROD-0074,98,98,0,,INS-004,PASS
BATCH-43943,2024-03-26,LINE-D,PROD-0052,320,320,0,None,INS-029,PASS
BATCH-26724,2024-01-01,LINE-A,PROD-0047,476,476,0,,INS-010,PASS
BATCH-35872,2023-05-18,LINE-B,PROD-0152,387,387,0,None,INS-013,PASS
BATCH-70690,2022-09-22,LINE-D,PROD-0106,224,223,1,None,INS-012,PASS
BATCH-98423,2022-04-27,LINE-A,PROD-0180,140,140,0,,INS-011,PASS
BATCH-93766,2024-09-27,LINE-A,PROD-0179,162,139,1501,Surface Scratch,INS-015,FAIL
BATCH-97846,2023-06-29,LINE-E,PROD-0098,203,203,0,,INS-007,PASS
BATCH-31665,2022-11-05,LINE-D,PROD-0021,237,237,0,None,INS-026,PENDING
BATCH-73148,2022-03-26,LINE-D,PROD-0163,266,266,0,None,INS-024,PASS
BATCH-14911,2023-12-13,LINE-D,PROD-0085,179,179,0,None,INS-002,PASS
BATCH-95810,2022-01-08,LINE-C,PROD-0048,199,198,1,Missing Part,INS-024,FAIL
BATCH-96668,2023-07-31,LINE-A,PROD-0192,255,255,0,,INS-003,PASS
BATCH-30441,2022-09-16,LINE-B,PROD-0153,297,297,0,None,INS-012,PASS
BATCH-77476,2023-04-12,LINE-B,PROD-0022,175,175,0,,INS-018,PASS
BATCH-26943,2022-09-01,LINE-D,PROD-0059,463,463,0,None,INS-030,PASS
BATCH-24387,2023-05-30,LINE-C,PROD-0163,293,248,45,Wrong Label,INS-016,FAIL
BATCH-98021,2024-09-29,LINE-D,PROD-0117,253,253,0,,INS-023,PASS
BATCH-17879,2024-10-09,LINE-A,PROD-0115,498,498,0,,INS-016,fail
BATCH-57684,2022-05-29,LINE-B,PROD-0120,268,268,0,None,INS-018,PASS
BATCH-99991,2024-01-04,LINE-C,PROD-0080,467,467,0,,INS-005,PASS
BATCH-88480,2023-07-10,LINE-E,PROD-0098,206,204,2,,INS-015,PASS
